Pair_ID,Pair_label,Nigeria_status,Contig,Region,Genomic_start_POS,Genomic_end_POS,Distance_from_CEN_midpoint_Mb,FST,N_sites,Site_class,Background_median_FST,MAD_scale,Robust_threshold,Robust_outlier,FST_excess_over_median,robust_z,Low_site_count
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:40200685-41200684,40200685,41200684,12.5,0.0071479525770195,943,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,True,0.0064975291522678,6.737954393797334,True
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:41200685-42200684,41200685,42200684,11.5,0.0,25544,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,False,-0.0006504234247517,-0.6744907594765952,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:42200685-43200684,42200685,43200684,10.5,2.223076450890996e-05,20567,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,False,-0.00062819266024279,-0.6514373996701212,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:43200685-44200684,43200685,44200684,9.5,0.0018960519075747,58548,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,False,0.001245628482823,1.2917199310982663,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:44200685-45200684,44200685,45200684,8.5,0.0,29111,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,False,-0.0006504234247517,-0.6744907594765952,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:45200685-46200684,45200685,46200684,7.5,0.002360215798098,32093,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,False,0.0017097923733463002,1.773059075917948,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:46200685-47200684,46200685,47200684,6.5,0.0,27275,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,False,-0.0006504234247517,-0.6744907594765952,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:47200685-48200684,47200685,48200684,5.5,0.0002825506282004,61531,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,False,-0.00036787279655129995,-0.38148503343247214,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:48200685-49200684,48200685,49200684,4.5,0.0009665825289368,46164,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,False,0.0003161591041851,0.32785780182910107,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:49200685-50200684,49200685,50200684,3.5,0.0019220587439655,43712,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,False,0.0012716353192138,1.3186890871299863,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:50200685-51200684,50200685,51200684,2.5,0.0018943765387554,34569,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,False,0.0012439531140037,1.2899825693361735,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:51200685-52200684,51200685,52200684,1.5,0.0018147389178339,53535,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,False,0.0011643154930822,1.2073981522101185,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,3R,3R:52200685-53200684,52200685,53200684,0.5,0.0162669320847164,11296,0-fold,0.0006504234247517,0.0009643177695368703,0.003543376733362311,True,0.015616508659964699,16.194359528876863,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:10393109-11393108,10393109,11393108,13.5,0.0006497266694211,23410,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,-0.0013278746355409,-0.5611449708074083,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:11393109-12393108,11393109,12393108,12.5,0.001661462197884,33914,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,-0.0003161391070779999,-0.13359685113655467,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:12393109-13393108,12393109,13393108,11.5,0.0016150383092021,24701,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,-0.00036256299575989997,-0.1532150673159455,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:1393109-2393108,1393109,2393108,22.5,0.0014538238741795,46192,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,-0.0005237774307825,-0.2213424846286797,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:17393109-18393108,17393109,18393108,6.5,0.0062726746226581,26828,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,0.0042950733176961,1.8150499504740494,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:18393109-19393108,18393109,19393108,5.5,0.0028432302434457,30246,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,0.0008656289384837003,0.3658051087161703,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:19393109-20393108,19393109,20393108,4.5,0.0037370785774155,26297,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,0.0017594772724535,0.7435354183755754,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:20393109-21393108,20393109,21393108,3.5,0.0,4346,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,-0.001977601304962,-0.835712195142245,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:21393109-22393108,21393109,22393108,2.5,0.0047385723602226,4241,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,0.0027609710552606,1.1667554908699727,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:22393109-23393108,22393109,23393108,1.5,0.0003578898565065,3779,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,-0.0016197114484555,-0.6844719442131341,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:23393109-24393108,23393109,24393108,0.5,0.0025753995167423,7769,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,0.0005977982117803,0.2526228388732899,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:2393109-3393108,2393109,3393108,21.5,0.00229374041204,40663,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,0.0003161391070780001,0.13359685113655476,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:3393109-4393108,3393109,4393108,20.5,0.0035852030141228,21945,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,0.0016076017091608001,0.6793545038154254,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:393109-1393108,393109,1393108,23.5,0.0006737533611488,54171,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,-0.0013038479438131998,-0.5509915595837299,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:4393109-5393108,4393109,5393108,19.5,8.536354170373772e-05,37899,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,-0.0018922377632582623,-0.7996385170740977,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:5393109-6393108,5393109,6393108,18.5,1.0263447831029762e-05,37847,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,-0.0019673378571309704,-0.8313749768692411,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:6393109-7393108,6393109,7393108,17.5,0.0005069431299401,37169,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,-0.0014706581750218999,-0.621483697784603,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:7393109-8393108,7393109,8393108,16.5,0.0035621842112206,49696,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,0.0015845829062586,0.669627015137765,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:8393109-9393108,8393109,9393108,15.5,0.0119869063917879,23518,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,True,0.0100093050868259,4.229820391487073,False
Nigeria_Gombe_vs_BurkinaFaso_BanaVillage,NG_Gombe vs BF_BanaVil,With Nigeria_Gombe,X,X:9393109-10393108,9393109,10393108,14.5,0.0081949340833393,44499,0-fold,0.001977601304962,0.002366366455410401,0.009076700671193203,False,0.0062173327783773,2.6273753011340006,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:28200685-29200684,28200685,29200684,24.5,0.062223381077445,40164,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,True,0.061540979703462104,60.82757702677492,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:29200685-30200684,29200685,30200684,23.5,0.0004893264067775,15604,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-0.00019307496720539997,-0.1908367805683115,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:30200685-31200684,30200685,31200684,22.5,0.0006824013739829,41533,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,0.0,0.0,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:31200685-32200684,31200685,32200684,21.5,0.0004298264561646,31667,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-0.0002525749178183,-0.24964698876510877,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:32200685-33200684,32200685,33200684,20.5,0.0002757860104016,8177,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-0.0004066153635813,-0.40190174852091587,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:33200685-34200684,33200685,34200684,19.5,0.0007503697810767,28262,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,6.796840709380003e-05,0.06718049562757823,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:34200685-35200684,34200685,35200684,18.5,0.001221293005948,31170,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,0.0005388916319650999,0.5326446281874432,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:35200685-36200684,35200685,36200684,17.5,0.0,55922,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-0.0006824013739829,-0.6744907594765953,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:36200685-37200684,36200685,37200684,16.5,0.0,50124,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-0.0006824013739829,-0.6744907594765953,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:37200685-38200684,37200685,38200684,15.5,0.0,40318,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-0.0006824013739829,-0.6744907594765953,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:38200685-39200684,38200685,39200684,14.5,0.0011772185479538,15162,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,0.0004948171739709,0.48908109537607436,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:39200685-40200684,39200685,40200684,13.5,0.0046811779282024,4046,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,True,0.0039987765542195,3.952421460247968,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:40200685-41200684,40200685,41200684,12.5,0.0035373167666409,943,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,0.0028549153926580003,2.821820302318984,True
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:41200685-42200684,41200685,42200684,11.5,0.0006766552287759,25544,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-5.746145207000011e-06,-0.005679534057956565,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:42200685-43200684,42200685,43200684,10.5,0.0,20567,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-0.0006824013739829,-0.6744907594765953,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:43200685-44200684,43200685,44200684,9.5,0.0009516723104882,58548,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,0.0002692709365053,0.2661494618751823,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:44200685-45200684,44200685,45200684,8.5,0.0001442683130259,29111,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-0.000538133060957,-0.5318948507765566,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:45200685-46200684,45200685,46200684,7.5,0.0030823482053123,32093,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,0.0023999468313294003,2.3721258817503186,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:46200685-47200684,46200685,47200684,6.5,0.0,27275,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-0.0006824013739829,-0.6744907594765953,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:47200685-48200684,47200685,48200684,5.5,0.0,61531,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-0.0006824013739829,-0.6744907594765953,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:48200685-49200684,48200685,49200684,4.5,0.0001743198459924,46164,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,-0.0005080815279905,-0.5021916847707414,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:49200685-50200684,49200685,50200684,3.5,0.0010472615212333,43712,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,0.0003648601472504001,0.36063057198333176,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:50200685-51200684,50200685,51200684,2.5,0.0026341351858235,34569,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,0.0019517338118406,1.9291086906245067,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:51200685-52200684,51200685,52200684,1.5,0.0033020507847952,53535,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,0.0026196494108123,2.5892815988167692,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,3R,3R:52200685-53200684,52200685,53200684,0.5,0.0022683379355821,11296,0-fold,0.0006824013739829,0.0010117282770670474,0.0037175862051840427,False,0.0015859365615992001,1.5675518788471106,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:10393109-11393108,10393109,11393108,13.5,0.0,23410,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,-0.00174444596858355,-1.0972558088557016,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:11393109-12393108,11393109,12393108,12.5,0.0027787173519532,33914,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,0.00103427138336965,0.6505562819220199,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:12393109-13393108,12393109,13393108,11.5,0.0006557581010799,24701,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,-0.0010886878675036502,-0.684784228438482,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:1393109-2393108,1393109,2393108,22.5,0.0023577453683579,46192,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,0.0006132993997743498,0.3857650744646092,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:17393109-18393108,17393109,18393108,6.5,0.0015964416587088,26828,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,-0.00014800430987474997,-0.09309465106426461,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:18393109-19393108,18393109,19393108,5.5,0.0029992414865876,30246,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,0.0012547955180040498,0.7892658734360218,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:19393109-20393108,19393109,20393108,4.5,0.0037479153257173,26297,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,0.00200346935713375,1.260181415515202,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:20393109-21393108,20393109,21393108,3.5,0.0014718250601461,4346,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,-0.00027262090843744994,-0.1714784411702937,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:21393109-22393108,21393109,22393108,2.5,0.0136534974796575,4241,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,True,0.011909051511073951,7.490788584927048,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:22393109-23393108,22393109,23393108,1.5,0.0,3779,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,-0.00174444596858355,-1.0972558088557016,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:23393109-24393108,23393109,24393108,0.5,0.0006884877531599,7769,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,-0.00105595821542365,-0.6641972905147085,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:2393109-3393108,2393109,3393108,21.5,0.0018924502784583,40663,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,0.00014800430987474997,0.09309465106426461,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:3393109-4393108,3393109,4393108,20.5,0.0019930539897071,21945,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,0.00024860802112354995,0.15637434475969045,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:393109-1393108,393109,1393108,23.5,0.0012527161536638,54171,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,-0.00049172981491975,-0.30929785474888605,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:4393109-5393108,4393109,5393108,19.5,0.0003848025060088,37899,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,-0.00135964346257475,-0.8552151881747267,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:5393109-6393108,5393109,6393108,18.5,0.0008616593486011,37847,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,-0.00088278661998245,-0.5552724270057786,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:6393109-7393108,6393109,7393108,17.5,0.0,37169,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,-0.00174444596858355,-1.0972558088557016,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:7393109-8393108,7393109,8393108,16.5,0.0024584413660302,49696,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,False,0.0007139953974466501,0.44910281628309984,False
Nigeria_Gombe_vs_Guinea_Siguiri_Dankakoro,NG_Gombe vs GN_Siguiri,With Nigeria_Gombe,X,X:8393109-9393108,8393109,9393108,15.5,0.0108143854744488,23518,0-fold,0.00174444596858355,0.0015898261412740074,0.006513924392405572,True,0.009069939505865252,5.7049882816727715,False
